# Temperature Profiles and Compatibility Corridors
# profile_type,shot_number,time,radius,temperature,temp_lower,temp_upper
before,42145,194.50,59.200,0.195000,,
before,42145,194.50,58.100,0.295500,,
before,42145,194.50,56.100,0.692400,,
before,42145,194.50,53.600,1.412000,,
before,42145,194.50,51.200,1.827000,,
before,42145,194.50,48.900,2.227000,,
before,42145,194.50,46.600,2.184000,,
before,42145,194.50,44.500,2.317000,,
before,42145,194.50,40.300,2.272000,,
after,42145,197.60,59.200,0.217200,,
after,42145,197.60,58.100,0.489200,,
after,42145,197.60,56.100,0.851800,,
after,42145,197.60,51.200,1.670000,,
after,42145,197.60,48.900,1.772000,,
after,42145,197.60,46.600,1.844000,,
after,42145,197.60,44.500,1.918000,,
after,42145,197.60,42.400,1.808000,,
after,42145,197.60,40.300,1.808000,,
corridor_before,42145,194.50,40.300,,2.044800,2.499200
corridor_before,42145,194.50,40.394,,2.048937,2.504256
corridor_before,42145,194.50,40.489,,2.053064,2.509300
corridor_before,42145,194.50,40.584,,2.057171,2.514320
corridor_before,42145,194.50,40.678,,2.061249,2.519304
corridor_before,42145,194.50,40.772,,2.065287,2.524240
corridor_before,42145,194.50,40.867,,2.069277,2.529116
corridor_before,42145,194.50,40.962,,2.073208,2.533921
corridor_before,42145,194.50,41.056,,2.077070,2.538641
corridor_before,42145,194.50,41.150,,2.080854,2.543266
corridor_before,42145,194.50,41.245,,2.084550,2.547783
corridor_before,42145,194.50,41.340,,2.088147,2.552180
corridor_before,42145,194.50,41.434,,2.091637,2.556445
corridor_before,42145,194.50,41.528,,2.095009,2.560567
corridor_before,42145,194.50,41.623,,2.098254,2.564532
corridor_before,42145,194.50,41.718,,2.101361,2.568330
corridor_before,42145,194.50,41.812,,2.104322,2.571949
corridor_before,42145,194.50,41.906,,2.107125,2.575375
corridor_before,42145,194.50,42.001,,2.109762,2.578598
corridor_before,42145,194.50,42.096,,2.112223,2.581605
corridor_before,42145,194.50,42.190,,2.114497,2.584385
corridor_before,42145,194.50,42.284,,2.116575,2.586925
corridor_before,42145,194.50,42.379,,2.118447,2.589214
corridor_before,42145,194.50,42.474,,2.120104,2.591238
corridor_before,42145,194.50,42.568,,2.121535,2.592988
corridor_before,42145,194.50,42.662,,2.122732,2.594450
corridor_before,42145,194.50,42.757,,2.123682,2.595612
corridor_before,42145,194.50,42.852,,2.124379,2.596463
corridor_before,42145,194.50,42.946,,2.124810,2.596990
corridor_before,42145,194.50,43.040,,2.124967,2.597182
corridor_before,42145,194.50,43.135,,2.124840,2.597026
corridor_before,42145,194.50,43.230,,2.124418,2.596511
corridor_before,42145,194.50,43.324,,2.123693,2.595625
corridor_before,42145,194.50,43.418,,2.122654,2.594355
corridor_before,42145,194.50,43.513,,2.121292,2.592690
corridor_before,42145,194.50,43.608,,2.119596,2.590618
corridor_before,42145,194.50,43.702,,2.117558,2.588126
corridor_before,42145,194.50,43.796,,2.115166,2.585203
corridor_before,42145,194.50,43.891,,2.112412,2.581836
corridor_before,42145,194.50,43.986,,2.109285,2.578015
corridor_before,42145,194.50,44.080,,2.105776,2.573726
corridor_before,42145,194.50,44.174,,2.101875,2.568958
corridor_before,42145,194.50,44.269,,2.097572,2.563699
corridor_before,42145,194.50,44.364,,2.092857,2.557936
corridor_before,42145,194.50,44.458,,2.087721,2.551659
corridor_before,42145,194.50,44.552,,2.082155,2.544856
corridor_before,42145,194.50,44.647,,2.076189,2.537564
corridor_before,42145,194.50,44.742,,2.069881,2.529855
corridor_before,42145,194.50,44.836,,2.063293,2.521803
corridor_before,42145,194.50,44.930,,2.056485,2.513482
corridor_before,42145,194.50,45.025,,2.049518,2.504967
corridor_before,42145,194.50,45.120,,2.042453,2.496331
corridor_before,42145,194.50,45.214,,2.035350,2.487650
corridor_before,42145,194.50,45.308,,2.028270,2.478997
corridor_before,42145,194.50,45.403,,2.021274,2.470446
corridor_before,42145,194.50,45.498,,2.014422,2.462071
corridor_before,42145,194.50,45.592,,2.007776,2.453948
corridor_before,42145,194.50,45.686,,2.001395,2.446150
corridor_before,42145,194.50,45.781,,1.995341,2.438751
corridor_before,42145,194.50,45.876,,1.989675,2.431825
corridor_before,42145,194.50,45.970,,1.984456,2.425447
corridor_before,42145,194.50,46.064,,1.979747,2.419691
corridor_before,42145,194.50,46.159,,1.975607,2.414630
corridor_before,42145,194.50,46.254,,1.972097,2.410341
corridor_before,42145,194.50,46.348,,1.969278,2.406895
corridor_before,42145,194.50,46.442,,1.967210,2.404368
corridor_before,42145,194.50,46.537,,1.965955,2.402834
corridor_before,42145,194.50,46.632,,1.965572,2.402366
corridor_before,42145,194.50,46.726,,1.966064,2.402967
corridor_before,42145,194.50,46.820,,1.967344,2.404531
corridor_before,42145,194.50,46.915,,1.969317,2.406943
corridor_before,42145,194.50,47.010,,1.971890,2.410088
corridor_before,42145,194.50,47.104,,1.974969,2.413851
corridor_before,42145,194.50,47.198,,1.978460,2.418117
corridor_before,42145,194.50,47.293,,1.982267,2.422771
corridor_before,42145,194.50,47.388,,1.986298,2.427698
corridor_before,42145,194.50,47.482,,1.990458,2.432782
corridor_before,42145,194.50,47.576,,1.994653,2.437909
corridor_before,42145,194.50,47.671,,1.998789,2.442964
corridor_before,42145,194.50,47.766,,2.002771,2.447831
corridor_before,42145,194.50,47.860,,2.006506,2.452396
corridor_before,42145,194.50,47.954,,2.009899,2.456543
corridor_before,42145,194.50,48.049,,2.012856,2.460158
corridor_before,42145,194.50,48.144,,2.015284,2.463125
corridor_before,42145,194.50,48.238,,2.017087,2.465329
corridor_before,42145,194.50,48.332,,2.018173,2.466656
corridor_before,42145,194.50,48.427,,2.018446,2.466989
corridor_before,42145,194.50,48.522,,2.017812,2.466215
corridor_before,42145,194.50,48.616,,2.016178,2.464218
corridor_before,42145,194.50,48.710,,2.013449,2.460883
corridor_before,42145,194.50,48.805,,2.009532,2.456094
corridor_before,42145,194.50,48.900,,2.004331,2.449738
corridor_before,42145,194.50,48.994,,1.997782,2.441733
corridor_before,42145,194.50,49.088,,1.989934,2.432142
corridor_before,42145,194.50,49.183,,1.980867,2.421060
corridor_before,42145,194.50,49.278,,1.970661,2.408586
corridor_before,42145,194.50,49.372,,1.959395,2.394816
corridor_before,42145,194.50,49.466,,1.947149,2.379849
corridor_before,42145,194.50,49.561,,1.934002,2.363780
corridor_before,42145,194.50,49.656,,1.920034,2.346708
corridor_before,42145,194.50,49.750,,1.905324,2.328729
corridor_before,42145,194.50,49.844,,1.889952,2.309941
corridor_before,42145,194.50,49.939,,1.873998,2.290442
corridor_before,42145,194.50,50.034,,1.857541,2.270327
corridor_before,42145,194.50,50.128,,1.840660,2.249695
corridor_before,42145,194.50,50.222,,1.823435,2.228643
corridor_before,42145,194.50,50.317,,1.805947,2.207268
corridor_before,42145,194.50,50.412,,1.788273,2.185667
corridor_before,42145,194.50,50.506,,1.770495,2.163938
corridor_before,42145,194.50,50.600,,1.752690,2.142177
corridor_before,42145,194.50,50.695,,1.734940,2.120482
corridor_before,42145,194.50,50.790,,1.717323,2.098951
corridor_before,42145,194.50,50.884,,1.699920,2.077680
corridor_before,42145,194.50,50.978,,1.682809,2.056766
corridor_before,42145,194.50,51.073,,1.666070,2.036308
corridor_before,42145,194.50,51.168,,1.649783,2.016401
corridor_before,42145,194.50,51.262,,1.634020,1.997136
corridor_before,42145,194.50,51.356,,1.618780,1.978508
corridor_before,42145,194.50,51.451,,1.604006,1.960451
corridor_before,42145,194.50,51.546,,1.589643,1.942898
corridor_before,42145,194.50,51.640,,1.575637,1.925779
corridor_before,42145,194.50,51.734,,1.561932,1.909028
corridor_before,42145,194.50,51.829,,1.548472,1.892577
corridor_before,42145,194.50,51.924,,1.535202,1.876358
corridor_before,42145,194.50,52.018,,1.522067,1.860304
corridor_before,42145,194.50,52.112,,1.509011,1.844347
corridor_before,42145,194.50,52.207,,1.495979,1.828419
corridor_before,42145,194.50,52.302,,1.482916,1.812453
corridor_before,42145,194.50,52.396,,1.469765,1.796380
corridor_before,42145,194.50,52.490,,1.456473,1.780133
corridor_before,42145,194.50,52.585,,1.442983,1.763646
corridor_before,42145,194.50,52.680,,1.429240,1.746848
corridor_before,42145,194.50,52.774,,1.415188,1.729674
corridor_before,42145,194.50,52.868,,1.400773,1.712056
corridor_before,42145,194.50,52.963,,1.385939,1.693925
corridor_before,42145,194.50,53.058,,1.370630,1.675214
corridor_before,42145,194.50,53.152,,1.354791,1.655856
corridor_before,42145,194.50,53.246,,1.338367,1.635782
corridor_before,42145,194.50,53.341,,1.321302,1.614925
corridor_before,42145,194.50,53.436,,1.303542,1.593218
corridor_before,42145,194.50,53.530,,1.285030,1.570592
corridor_before,42145,194.50,53.624,,1.265711,1.546980
corridor_before,42145,194.50,53.719,,1.245566,1.522359
corridor_before,42145,194.50,53.814,,1.224641,1.496783
corridor_before,42145,194.50,53.908,,1.202989,1.470320
corridor_before,42145,194.50,54.002,,1.180664,1.443034
corridor_before,42145,194.50,54.097,,1.157719,1.414990
corridor_before,42145,194.50,54.192,,1.134209,1.386255
corridor_before,42145,194.50,54.286,,1.110186,1.356894
corridor_before,42145,194.50,54.380,,1.085705,1.326972
corridor_before,42145,194.50,54.475,,1.060818,1.296556
corridor_before,42145,194.50,54.570,,1.035580,1.265709
corridor_before,42145,194.50,54.664,,1.010044,1.234499
corridor_before,42145,194.50,54.758,,0.984264,1.202990
corridor_before,42145,194.50,54.853,,0.958293,1.171247
corridor_before,42145,194.50,54.948,,0.932186,1.139338
corridor_before,42145,194.50,55.042,,0.905994,1.107326
corridor_before,42145,194.50,55.136,,0.879773,1.075278
corridor_before,42145,194.50,55.231,,0.853576,1.043259
corridor_before,42145,194.50,55.326,,0.827455,1.011334
corridor_before,42145,194.50,55.420,,0.801466,0.979570
corridor_before,42145,194.50,55.514,,0.775662,0.948031
corridor_before,42145,194.50,55.609,,0.750095,0.916783
corridor_before,42145,194.50,55.704,,0.724820,0.885891
corridor_before,42145,194.50,55.798,,0.699891,0.855422
corridor_before,42145,194.50,55.892,,0.675360,0.825440
corridor_before,42145,194.50,55.987,,0.651282,0.796012
corridor_before,42145,194.50,56.082,,0.627711,0.767202
corridor_before,42145,194.50,56.176,,0.604694,0.739071
corridor_before,42145,194.50,56.270,,0.582251,0.711640
corridor_before,42145,194.50,56.365,,0.560385,0.684915
corridor_before,42145,194.50,56.460,,0.539100,0.658899
corridor_before,42145,194.50,56.554,,0.518398,0.633598
corridor_before,42145,194.50,56.648,,0.498285,0.609016
corridor_before,42145,194.50,56.743,,0.478764,0.585156
corridor_before,42145,194.50,56.838,,0.459839,0.562025
corridor_before,42145,194.50,56.932,,0.441512,0.539626
corridor_before,42145,194.50,57.026,,0.423789,0.517964
corridor_before,42145,194.50,57.121,,0.406672,0.497044
corridor_before,42145,194.50,57.216,,0.390166,0.476870
corridor_before,42145,194.50,57.310,,0.374274,0.457446
corridor_before,42145,194.50,57.404,,0.359000,0.438778
corridor_before,42145,194.50,57.499,,0.344347,0.420869
corridor_before,42145,194.50,57.594,,0.330320,0.403725
corridor_before,42145,194.50,57.688,,0.316922,0.387349
corridor_before,42145,194.50,57.782,,0.304156,0.371747
corridor_before,42145,194.50,57.877,,0.292027,0.356922
corridor_before,42145,194.50,57.972,,0.280539,0.342881
corridor_before,42145,194.50,58.066,,0.269694,0.329626
corridor_before,42145,194.50,58.160,,0.259494,0.317159
corridor_before,42145,194.50,58.255,,0.249907,0.305441
corridor_before,42145,194.50,58.350,,0.240877,0.294405
corridor_before,42145,194.50,58.444,,0.232349,0.283982
corridor_before,42145,194.50,58.538,,0.224267,0.274105
corridor_before,42145,194.50,58.633,,0.216576,0.264704
corridor_before,42145,194.50,58.728,,0.209219,0.255712
corridor_before,42145,194.50,58.822,,0.202141,0.247061
corridor_before,42145,194.50,58.916,,0.195285,0.238682
corridor_before,42145,194.50,59.011,,0.188597,0.230508
corridor_before,42145,194.50,59.106,,0.182021,0.222470
corridor_before,42145,194.50,59.200,,0.175500,0.214500
corridor_after,42145,197.60,40.300,,1.627200,1.988800
corridor_after,42145,197.60,40.394,,1.625475,1.986691
corridor_after,42145,197.60,40.489,,1.623770,1.984608
corridor_after,42145,197.60,40.584,,1.622108,1.982577
corridor_after,42145,197.60,40.678,,1.620509,1.980622
corridor_after,42145,197.60,40.772,,1.618994,1.978770
corridor_after,42145,197.60,40.867,,1.617584,1.977047
corridor_after,42145,197.60,40.962,,1.616299,1.975477
corridor_after,42145,197.60,41.056,,1.615162,1.974087
corridor_after,42145,197.60,41.150,,1.614193,1.972903
corridor_after,42145,197.60,41.245,,1.613413,1.971949
corridor_after,42145,197.60,41.340,,1.612843,1.971253
corridor_after,42145,197.60,41.434,,1.612504,1.970838
corridor_after,42145,197.60,41.528,,1.612417,1.970732
corridor_after,42145,197.60,41.623,,1.612603,1.970960
corridor_after,42145,197.60,41.718,,1.613083,1.971546
corridor_after,42145,197.60,41.812,,1.613879,1.972518
corridor_after,42145,197.60,41.906,,1.615010,1.973901
corridor_after,42145,197.60,42.001,,1.616499,1.975720
corridor_after,42145,197.60,42.096,,1.618365,1.978002
corridor_after,42145,197.60,42.190,,1.620631,1.980771
corridor_after,42145,197.60,42.284,,1.623316,1.984053
corridor_after,42145,197.60,42.379,,1.626443,1.987875
corridor_after,42145,197.60,42.474,,1.630026,1.992254
corridor_after,42145,197.60,42.568,,1.634037,1.997156
corridor_after,42145,197.60,42.662,,1.638423,2.002517
corridor_after,42145,197.60,42.757,,1.643135,2.008276
corridor_after,42145,197.60,42.852,,1.648122,2.014371
corridor_after,42145,197.60,42.946,,1.653332,2.020739
corridor_after,42145,197.60,43.040,,1.658715,2.027318
corridor_after,42145,197.60,43.135,,1.664219,2.034046
corridor_after,42145,197.60,43.230,,1.669795,2.040860
corridor_after,42145,197.60,43.324,,1.675390,2.047699
corridor_after,42145,197.60,43.418,,1.680955,2.054501
corridor_after,42145,197.60,43.513,,1.686438,2.061202
corridor_after,42145,197.60,43.608,,1.691788,2.067741
corridor_after,42145,197.60,43.702,,1.696955,2.074056
corridor_after,42145,197.60,43.796,,1.701887,2.080085
corridor_after,42145,197.60,43.891,,1.706534,2.085764
corridor_after,42145,197.60,43.986,,1.710845,2.091033
corridor_after,42145,197.60,44.080,,1.714769,2.095828
corridor_after,42145,197.60,44.174,,1.718254,2.100088
corridor_after,42145,197.60,44.269,,1.721251,2.103751
corridor_after,42145,197.60,44.364,,1.723707,2.106754
corridor_after,42145,197.60,44.458,,1.725574,2.109034
corridor_after,42145,197.60,44.552,,1.726801,2.110534
corridor_after,42145,197.60,44.647,,1.727386,2.111249
corridor_after,42145,197.60,44.742,,1.727366,2.111225
corridor_after,42145,197.60,44.836,,1.726778,2.110507
corridor_after,42145,197.60,44.930,,1.725661,2.109141
corridor_after,42145,197.60,45.025,,1.724053,2.107175
corridor_after,42145,197.60,45.120,,1.721990,2.104655
corridor_after,42145,197.60,45.214,,1.719513,2.101626
corridor_after,42145,197.60,45.308,,1.716657,2.098136
corridor_after,42145,197.60,45.403,,1.713461,2.094230
corridor_after,42145,197.60,45.498,,1.709964,2.089955
corridor_after,42145,197.60,45.592,,1.706202,2.085358
corridor_after,42145,197.60,45.686,,1.702214,2.080483
corridor_after,42145,197.60,45.781,,1.698037,2.075379
corridor_after,42145,197.60,45.876,,1.693711,2.070091
corridor_after,42145,197.60,45.970,,1.689271,2.064665
corridor_after,42145,197.60,46.064,,1.684758,2.059148
corridor_after,42145,197.60,46.159,,1.680207,2.053586
corridor_after,42145,197.60,46.254,,1.675658,2.048026
corridor_after,42145,197.60,46.348,,1.671148,2.042514
corridor_after,42145,197.60,46.442,,1.666714,2.037095
corridor_after,42145,197.60,46.537,,1.662396,2.031818
corridor_after,42145,197.60,46.632,,1.658231,2.026726
corridor_after,42145,197.60,46.726,,1.654238,2.021847
corridor_after,42145,197.60,46.820,,1.650415,2.017174
corridor_after,42145,197.60,46.915,,1.646753,2.012699
corridor_after,42145,197.60,47.010,,1.643247,2.008413
corridor_after,42145,197.60,47.104,,1.639887,2.004307
corridor_after,42145,197.60,47.198,,1.636669,2.000373
corridor_after,42145,197.60,47.293,,1.633584,1.996603
corridor_after,42145,197.60,47.388,,1.630626,1.992988
corridor_after,42145,197.60,47.482,,1.627788,1.989519
corridor_after,42145,197.60,47.576,,1.625062,1.986187
corridor_after,42145,197.60,47.671,,1.622442,1.982985
corridor_after,42145,197.60,47.766,,1.619921,1.979904
corridor_after,42145,197.60,47.860,,1.617491,1.976934
corridor_after,42145,197.60,47.954,,1.615147,1.974068
corridor_after,42145,197.60,48.049,,1.612879,1.971297
corridor_after,42145,197.60,48.144,,1.610682,1.968612
corridor_after,42145,197.60,48.238,,1.608549,1.966005
corridor_after,42145,197.60,48.332,,1.606473,1.963467
corridor_after,42145,197.60,48.427,,1.604446,1.960989
corridor_after,42145,197.60,48.522,,1.602462,1.958564
corridor_after,42145,197.60,48.616,,1.600513,1.956182
corridor_after,42145,197.60,48.710,,1.598593,1.953835
corridor_after,42145,197.60,48.805,,1.596694,1.951515
corridor_after,42145,197.60,48.900,,1.594810,1.949212
corridor_after,42145,197.60,48.994,,1.592931,1.946916
corridor_after,42145,197.60,49.088,,1.591040,1.944605
corridor_after,42145,197.60,49.183,,1.589116,1.942253
corridor_after,42145,197.60,49.278,,1.587140,1.939838
corridor_after,42145,197.60,49.372,,1.585091,1.937333
corridor_after,42145,197.60,49.466,,1.582949,1.934715
corridor_after,42145,197.60,49.561,,1.580694,1.931959
corridor_after,42145,197.60,49.656,,1.578306,1.929040
corridor_after,42145,197.60,49.750,,1.575764,1.925934
corridor_after,42145,197.60,49.844,,1.573050,1.922617
corridor_after,42145,197.60,49.939,,1.570142,1.919063
corridor_after,42145,197.60,50.034,,1.567021,1.915248
corridor_after,42145,197.60,50.128,,1.563666,1.911147
corridor_after,42145,197.60,50.222,,1.560058,1.906737
corridor_after,42145,197.60,50.317,,1.556175,1.901992
corridor_after,42145,197.60,50.412,,1.551999,1.896888
corridor_after,42145,197.60,50.506,,1.547509,1.891400
corridor_after,42145,197.60,50.600,,1.542685,1.885504
corridor_after,42145,197.60,50.695,,1.537507,1.879176
corridor_after,42145,197.60,50.790,,1.531955,1.872390
corridor_after,42145,197.60,50.884,,1.526009,1.865122
corridor_after,42145,197.60,50.978,,1.519648,1.857347
corridor_after,42145,197.60,51.073,,1.512852,1.849042
corridor_after,42145,197.60,51.168,,1.505602,1.840180
corridor_after,42145,197.60,51.262,,1.497879,1.830741
corridor_after,42145,197.60,51.356,,1.489683,1.820724
corridor_after,42145,197.60,51.451,,1.481028,1.810145
corridor_after,42145,197.60,51.546,,1.471926,1.799020
corridor_after,42145,197.60,51.640,,1.462390,1.787366
corridor_after,42145,197.60,51.734,,1.452435,1.775199
corridor_after,42145,197.60,51.829,,1.442073,1.762534
corridor_after,42145,197.60,51.924,,1.431318,1.749389
corridor_after,42145,197.60,52.018,,1.420183,1.735779
corridor_after,42145,197.60,52.112,,1.408680,1.721720
corridor_after,42145,197.60,52.207,,1.396824,1.707229
corridor_after,42145,197.60,52.302,,1.384627,1.692322
corridor_after,42145,197.60,52.396,,1.372103,1.677015
corridor_after,42145,197.60,52.490,,1.359265,1.661324
corridor_after,42145,197.60,52.585,,1.346126,1.645265
corridor_after,42145,197.60,52.680,,1.332699,1.628855
corridor_after,42145,197.60,52.774,,1.318999,1.612110
corridor_after,42145,197.60,52.868,,1.305037,1.595045
corridor_after,42145,197.60,52.963,,1.290827,1.577678
corridor_after,42145,197.60,53.058,,1.276383,1.560024
corridor_after,42145,197.60,53.152,,1.261717,1.542099
corridor_after,42145,197.60,53.246,,1.246843,1.523920
corridor_after,42145,197.60,53.341,,1.231775,1.505503
corridor_after,42145,197.60,53.436,,1.216525,1.486863
corridor_after,42145,197.60,53.530,,1.201106,1.468018
corridor_after,42145,197.60,53.624,,1.185532,1.448984
corridor_after,42145,197.60,53.719,,1.169816,1.429776
corridor_after,42145,197.60,53.814,,1.153972,1.410410
corridor_after,42145,197.60,53.908,,1.138012,1.390904
corridor_after,42145,197.60,54.002,,1.121950,1.371272
corridor_after,42145,197.60,54.097,,1.105799,1.351532
corridor_after,42145,197.60,54.192,,1.089572,1.331699
corridor_after,42145,197.60,54.286,,1.073283,1.311790
corridor_after,42145,197.60,54.380,,1.056945,1.291821
corridor_after,42145,197.60,54.475,,1.040570,1.271808
corridor_after,42145,197.60,54.570,,1.024173,1.251767
corridor_after,42145,197.60,54.664,,1.007766,1.231714
corridor_after,42145,197.60,54.758,,0.991363,1.211666
corridor_after,42145,197.60,54.853,,0.974977,1.191639
corridor_after,42145,197.60,54.948,,0.958621,1.171648
corridor_after,42145,197.60,55.042,,0.942309,1.151711
corridor_after,42145,197.60,55.136,,0.926053,1.131843
corridor_after,42145,197.60,55.231,,0.909867,1.112060
corridor_after,42145,197.60,55.326,,0.893765,1.092379
corridor_after,42145,197.60,55.420,,0.877758,1.072816
corridor_after,42145,197.60,55.514,,0.861862,1.053386
corridor_after,42145,197.60,55.609,,0.846088,1.034107
corridor_after,42145,197.60,55.704,,0.830450,1.014995
corridor_after,42145,197.60,55.798,,0.814962,0.996065
corridor_after,42145,197.60,55.892,,0.799636,0.977333
corridor_after,42145,197.60,55.987,,0.784486,0.958817
corridor_after,42145,197.60,56.082,,0.769526,0.940531
corridor_after,42145,197.60,56.176,,0.754763,0.922488
corridor_after,42145,197.60,56.270,,0.740175,0.904658
corridor_after,42145,197.60,56.365,,0.725725,0.886998
corridor_after,42145,197.60,56.460,,0.711377,0.869460
corridor_after,42145,197.60,56.554,,0.697092,0.852001
corridor_after,42145,197.60,56.648,,0.682834,0.834575
corridor_after,42145,197.60,56.743,,0.668566,0.817136
corridor_after,42145,197.60,56.838,,0.654251,0.799640
corridor_after,42145,197.60,56.932,,0.639851,0.782041
corridor_after,42145,197.60,57.026,,0.625331,0.764293
corridor_after,42145,197.60,57.121,,0.610652,0.746352
corridor_after,42145,197.60,57.216,,0.595777,0.728172
corridor_after,42145,197.60,57.310,,0.580670,0.709708
corridor_after,42145,197.60,57.404,,0.565294,0.690915
corridor_after,42145,197.60,57.499,,0.549611,0.671747
corridor_after,42145,197.60,57.594,,0.533584,0.652159
corridor_after,42145,197.60,57.688,,0.517177,0.632105
corridor_after,42145,197.60,57.782,,0.500352,0.611542
corridor_after,42145,197.60,57.877,,0.483072,0.590422
corridor_after,42145,197.60,57.972,,0.465301,0.568701
corridor_after,42145,197.60,58.066,,0.447001,0.546334
corridor_after,42145,197.60,58.160,,0.428138,0.523280
corridor_after,42145,197.60,58.255,,0.408729,0.499558
corridor_after,42145,197.60,58.350,,0.388822,0.475227
corridor_after,42145,197.60,58.444,,0.368468,0.450350
corridor_after,42145,197.60,58.538,,0.347715,0.424985
corridor_after,42145,197.60,58.633,,0.326614,0.399195
corridor_after,42145,197.60,58.728,,0.305215,0.373040
corridor_after,42145,197.60,58.822,,0.283566,0.346581
corridor_after,42145,197.60,58.916,,0.261719,0.319879
corridor_after,42145,197.60,59.011,,0.239722,0.292994
corridor_after,42145,197.60,59.106,,0.217626,0.265987
corridor_after,42145,197.60,59.200,,0.195480,0.238920
before,42154,197.60,56.100,0.646000,,
before,42154,197.60,53.600,1.170000,,
before,42154,197.60,51.200,1.920000,,
before,42154,197.60,44.500,2.584000,,
before,42154,197.60,42.400,2.688000,,
before,42154,197.60,40.300,2.797000,,
after,42154,200.70,58.100,0.421900,,
after,42154,200.70,53.600,1.469000,,
after,42154,200.70,51.200,1.756000,,
after,42154,200.70,48.900,1.977000,,
after,42154,200.70,46.600,1.938000,,
after,42154,200.70,44.500,1.938000,,
after,42154,200.70,42.400,1.938000,,
after,42154,200.70,40.300,1.977000,,
corridor_before,42154,197.60,40.300,,2.517300,3.076700
corridor_before,42154,197.60,40.379,,2.513671,3.072265
corridor_before,42154,197.60,40.458,,2.510042,3.067830
corridor_before,42154,197.60,40.537,,2.506412,3.063393
corridor_before,42154,197.60,40.616,,2.502781,3.058954
corridor_before,42154,197.60,40.695,,2.499147,3.054513
corridor_before,42154,197.60,40.774,,2.495510,3.050068
corridor_before,42154,197.60,40.853,,2.491871,3.045620
corridor_before,42154,197.60,40.932,,2.488228,3.041167
corridor_before,42154,197.60,41.011,,2.484580,3.036709
corridor_before,42154,197.60,41.090,,2.480928,3.032245
corridor_before,42154,197.60,41.169,,2.477270,3.027775
corridor_before,42154,197.60,41.248,,2.473607,3.023298
corridor_before,42154,197.60,41.327,,2.469937,3.018812
corridor_before,42154,197.60,41.406,,2.466261,3.014319
corridor_before,42154,197.60,41.485,,2.462577,3.009817
corridor_before,42154,197.60,41.564,,2.458886,3.005305
corridor_before,42154,197.60,41.643,,2.455185,3.000782
corridor_before,42154,197.60,41.722,,2.451476,2.996249
corridor_before,42154,197.60,41.801,,2.447758,2.991704
corridor_before,42154,197.60,41.880,,2.444029,2.987147
corridor_before,42154,197.60,41.959,,2.440290,2.982577
corridor_before,42154,197.60,42.038,,2.436540,2.977994
corridor_before,42154,197.60,42.117,,2.432778,2.973396
corridor_before,42154,197.60,42.196,,2.429005,2.968784
corridor_before,42154,197.60,42.275,,2.425218,2.964156
corridor_before,42154,197.60,42.354,,2.421419,2.959512
corridor_before,42154,197.60,42.433,,2.417605,2.954851
corridor_before,42154,197.60,42.512,,2.413780,2.950176
corridor_before,42154,197.60,42.591,,2.409947,2.945490
corridor_before,42154,197.60,42.670,,2.406109,2.940800
corridor_before,42154,197.60,42.749,,2.402271,2.936109
corridor_before,42154,197.60,42.828,,2.398437,2.931423
corridor_before,42154,197.60,42.907,,2.394611,2.926747
corridor_before,42154,197.60,42.986,,2.390798,2.922086
corridor_before,42154,197.60,43.065,,2.387000,2.917445
corridor_before,42154,197.60,43.144,,2.383223,2.912828
corridor_before,42154,197.60,43.223,,2.379470,2.908241
corridor_before,42154,197.60,43.302,,2.375746,2.903689
corridor_before,42154,197.60,43.381,,2.372054,2.899177
corridor_before,42154,197.60,43.460,,2.368398,2.894709
corridor_before,42154,197.60,43.539,,2.364784,2.890291
corridor_before,42154,197.60,43.618,,2.361213,2.885927
corridor_before,42154,197.60,43.697,,2.357692,2.881623
corridor_before,42154,197.60,43.776,,2.354223,2.877384
corridor_before,42154,197.60,43.855,,2.350812,2.873214
corridor_before,42154,197.60,43.934,,2.347461,2.869119
corridor_before,42154,197.60,44.013,,2.344175,2.865103
corridor_before,42154,197.60,44.092,,2.340958,2.861171
corridor_before,42154,197.60,44.171,,2.337815,2.857329
corridor_before,42154,197.60,44.250,,2.334748,2.853581
corridor_before,42154,197.60,44.329,,2.331763,2.849933
corridor_before,42154,197.60,44.408,,2.328864,2.846389
corridor_before,42154,197.60,44.487,,2.326054,2.842954
corridor_before,42154,197.60,44.566,,2.323336,2.839633
corridor_before,42154,197.60,44.645,,2.320706,2.836419
corridor_before,42154,197.60,44.724,,2.318158,2.833305
corridor_before,42154,197.60,44.803,,2.315685,2.830282
corridor_before,42154,197.60,44.882,,2.313279,2.827341
corridor_before,42154,197.60,44.961,,2.310934,2.824475
corridor_before,42154,197.60,45.040,,2.308643,2.821675
corridor_before,42154,197.60,45.119,,2.306399,2.818932
corridor_before,42154,197.60,45.198,,2.304195,2.816238
corridor_before,42154,197.60,45.277,,2.302023,2.813584
corridor_before,42154,197.60,45.356,,2.299878,2.810962
corridor_before,42154,197.60,45.435,,2.297752,2.808364
corridor_before,42154,197.60,45.514,,2.295639,2.805781
corridor_before,42154,197.60,45.593,,2.293531,2.803204
corridor_before,42154,197.60,45.672,,2.291421,2.800626
corridor_before,42154,197.60,45.751,,2.289303,2.798037
corridor_before,42154,197.60,45.830,,2.287170,2.795429
corridor_before,42154,197.60,45.909,,2.285014,2.792795
corridor_before,42154,197.60,45.988,,2.282829,2.790124
