# Jaccard Index Curves for Each Sawtooth Event
# shot_number,time_before,radius,jaccard_index
43464,185.50,30.934,0.833691
43464,185.50,31.091,0.758857
43464,185.50,31.247,0.691417
43464,185.50,31.404,0.630344
43464,185.50,31.560,0.574793
43464,185.50,31.717,0.524060
43464,185.50,31.873,0.477560
43464,185.50,32.030,0.434796
43464,185.50,32.187,0.395347
43464,185.50,32.343,0.358854
43464,185.50,32.499,0.325008
43464,185.50,32.656,0.293540
43464,185.50,32.812,0.264218
43464,185.50,32.969,0.236840
43464,185.50,33.126,0.211228
43464,185.50,33.282,0.187225
43464,185.50,33.438,0.164693
43464,185.50,33.595,0.143508
43464,185.50,33.752,0.123562
43464,185.50,33.908,0.104756
43464,185.50,34.065,0.087003
43464,185.50,34.221,0.070225
43464,185.50,34.377,0.054351
43464,185.50,34.534,0.039316
43464,185.50,34.691,0.025064
43464,185.50,34.847,0.011541
43464,185.50,35.004,0.000000
43464,185.50,35.160,0.000000
43464,185.50,35.316,0.000000
43464,185.50,35.473,0.000000
43464,185.50,35.630,0.000000
43464,185.50,35.786,0.000000
43464,185.50,35.943,0.000000
43464,185.50,36.099,0.000000
43464,185.50,36.255,0.000000
43464,185.50,36.412,0.000000
43464,185.50,36.569,0.000000
43464,185.50,36.725,0.000000
43464,185.50,36.882,0.000000
43464,185.50,37.038,0.000000
43464,185.50,37.194,0.000000
43464,185.50,37.351,0.000000
43464,185.50,37.508,0.000000
43464,185.50,37.664,0.000000
43464,185.50,37.821,0.000000
43464,185.50,37.977,0.000000
43464,185.50,38.133,0.000000
43464,185.50,38.290,0.000000
43464,185.50,38.447,0.000000
43464,185.50,38.603,0.000000
43464,185.50,38.760,0.000000
43464,185.50,38.916,0.000000
43464,185.50,39.072,0.000000
43464,185.50,39.229,0.000000
43464,185.50,39.386,0.000000
43464,185.50,39.542,0.000000
43464,185.50,39.699,0.000000
43464,185.50,39.855,0.000000
43464,185.50,40.011,0.000000
43464,185.50,40.168,0.000000
43464,185.50,40.325,0.000000
43464,185.50,40.481,0.000000
43464,185.50,40.638,0.000000
43464,185.50,40.794,0.000000
43464,185.50,40.950,0.000000
43464,185.50,41.107,0.000000
43464,185.50,41.264,0.000000
43464,185.50,41.420,0.000000
43464,185.50,41.577,0.000000
43464,185.50,41.733,0.000000
43464,185.50,41.889,0.000000
43464,185.50,42.046,0.000000
43464,185.50,42.203,0.000000
43464,185.50,42.359,0.000000
43464,185.50,42.516,0.000000
43464,185.50,42.672,0.000000
43464,185.50,42.829,0.000000
43464,185.50,42.985,0.000000
43464,185.50,43.142,0.000000
43464,185.50,43.298,0.000000
43464,185.50,43.455,0.000000
43464,185.50,43.611,0.000000
43464,185.50,43.767,0.000000
43464,185.50,43.924,0.000000
43464,185.50,44.081,0.000000
43464,185.50,44.237,0.000000
43464,185.50,44.394,0.000000
43464,185.50,44.550,0.000000
43464,185.50,44.707,0.000000
43464,185.50,44.863,0.000000
43464,185.50,45.020,0.000000
43464,185.50,45.176,0.000000
43464,185.50,45.333,0.000000
43464,185.50,45.489,0.000000
43464,185.50,45.645,0.000000
43464,185.50,45.802,0.000000
43464,185.50,45.959,0.000000
43464,185.50,46.115,0.000000
43464,185.50,46.272,0.000000
43464,185.50,46.428,0.000000
43464,185.50,46.585,0.000000
43464,185.50,46.741,0.000000
43464,185.50,46.898,0.000000
43464,185.50,47.054,0.000000
43464,185.50,47.211,0.000000
43464,185.50,47.367,0.000000
43464,185.50,47.523,0.000000
43464,185.50,47.680,0.000000
43464,185.50,47.837,0.000000
43464,185.50,47.993,0.000000
43464,185.50,48.150,0.000000
43464,185.50,48.306,0.000000
43464,185.50,48.463,0.000000
43464,185.50,48.619,0.000000
43464,185.50,48.776,0.000000
43464,185.50,48.932,0.000000
43464,185.50,49.089,0.000000
43464,185.50,49.245,0.000000
43464,185.50,49.401,0.000000
43464,185.50,49.558,0.001952
43464,185.50,49.715,0.018143
43464,185.50,49.871,0.036804
43464,185.50,50.028,0.058201
43464,185.50,50.184,0.082629
43464,185.50,50.341,0.110453
43464,185.50,50.497,0.142121
43464,185.50,50.654,0.178183
43464,185.50,50.810,0.219318
43464,185.50,50.967,0.266365
43464,185.50,51.123,0.320376
43464,185.50,51.279,0.382672
43464,185.50,51.436,0.454932
43464,185.50,51.593,0.539322
43464,185.50,51.749,0.638659
43464,185.50,51.906,0.756678
43464,185.50,52.062,0.898405
43464,185.50,52.219,0.933928
43464,185.50,52.375,0.779026
43464,185.50,52.532,0.644076
43464,185.50,52.688,0.525710
43464,185.50,52.845,0.421312
43464,185.50,53.001,0.328826
43464,185.50,53.157,0.246616
43464,185.50,53.314,0.173376
43464,185.50,53.471,0.108053
43464,185.50,53.627,0.049803
43464,185.50,53.784,0.000000
43464,185.50,53.940,0.000000
43464,185.50,54.097,0.000000
43464,185.50,54.253,0.000000
43464,185.50,54.410,0.000000
43464,185.50,54.566,0.000000
43464,185.50,54.723,0.000000
43464,185.50,54.879,0.000000
43464,185.50,55.035,0.000000
43464,185.50,55.192,0.000000
43464,185.50,55.349,0.000000
43464,185.50,55.505,0.000000
43464,185.50,55.662,0.000000
43464,185.50,55.818,0.000000
43464,185.50,55.975,0.000000
43464,185.50,56.131,0.000000
43464,185.50,56.288,0.000000
43464,185.50,56.444,0.000000
43464,185.50,56.601,0.000000
43464,185.50,56.757,0.000000
43464,185.50,56.913,0.000000
43464,185.50,57.070,0.000000
43464,185.50,57.227,0.000000
43464,185.50,57.383,0.004991
43464,185.50,57.540,0.061335
43464,185.50,57.696,0.128955
43464,185.50,57.853,0.211444
43464,185.50,58.009,0.314044
43464,185.50,58.166,0.444692
43464,185.50,58.322,0.615942
43464,185.50,58.479,0.848768
43464,185.50,58.635,0.846926
43464,185.50,58.791,0.593238
43464,185.50,58.948,0.395500
43464,185.50,59.105,0.240553
43464,185.50,59.261,0.120559
43464,185.50,59.418,0.028289
43464,185.50,59.574,0.000000
43464,185.50,59.731,0.000000
43464,185.50,59.887,0.000000
43464,185.50,60.044,0.000000
43464,185.50,60.200,0.000000
43757,167.30,28.900,0.726807
43757,167.30,29.051,0.829712
43757,167.30,29.203,0.944732
43757,167.30,29.354,0.931031
43757,167.30,29.506,0.819315
43757,167.30,29.657,0.720645
43757,167.30,29.809,0.632901
43757,167.30,29.960,0.554400
43757,167.30,30.112,0.483788
43757,167.30,30.264,0.419962
43757,167.30,30.415,0.362018
43757,167.30,30.566,0.309206
43757,167.30,30.718,0.260898
43757,167.30,30.869,0.216565
43757,167.30,31.021,0.175760
43757,167.30,31.172,0.138098
43757,167.30,31.324,0.103251
43757,167.30,31.476,0.070934
43757,167.30,31.627,0.040901
43757,167.30,31.778,0.012937
43757,167.30,31.930,0.000000
43757,167.30,32.081,0.000000
43757,167.30,32.233,0.000000
43757,167.30,32.385,0.000000
43757,167.30,32.536,0.000000
43757,167.30,32.688,0.000000
43757,167.30,32.839,0.000000
43757,167.30,32.990,0.000000
43757,167.30,33.142,0.000000
43757,167.30,33.294,0.000000
43757,167.30,33.445,0.000000
43757,167.30,33.596,0.000000
43757,167.30,33.748,0.000000
43757,167.30,33.900,0.000000
43757,167.30,34.051,0.000000
43757,167.30,34.203,0.000000
43757,167.30,34.354,0.000000
43757,167.30,34.505,0.000000
43757,167.30,34.657,0.000000
43757,167.30,34.809,0.000000
43757,167.30,34.960,0.000000
43757,167.30,35.111,0.000000
43757,167.30,35.263,0.000000
43757,167.30,35.414,0.000000
43757,167.30,35.566,0.000000
43757,167.30,35.718,0.000000
43757,167.30,35.869,0.000000
43757,167.30,36.020,0.000000
43757,167.30,36.172,0.000000
43757,167.30,36.324,0.000000
43757,167.30,36.475,0.000000
43757,167.30,36.627,0.000000
43757,167.30,36.778,0.000000
43757,167.30,36.929,0.000000
43757,167.30,37.081,0.000000
43757,167.30,37.233,0.000000
43757,167.30,37.384,0.000000
43757,167.30,37.535,0.000000
43757,167.30,37.687,0.000000
43757,167.30,37.838,0.000000
43757,167.30,37.990,0.000000
43757,167.30,38.142,0.000000
43757,167.30,38.293,0.000000
43757,167.30,38.444,0.000000
43757,167.30,38.596,0.000000
43757,167.30,38.748,0.000000
43757,167.30,38.899,0.000000
43757,167.30,39.050,0.000000
43757,167.30,39.202,0.000000
43757,167.30,39.353,0.000000
43757,167.30,39.505,0.000000
43757,167.30,39.657,0.000000
43757,167.30,39.808,0.000000
43757,167.30,39.959,0.000000
43757,167.30,40.111,0.000000
43757,167.30,40.263,0.000000
43757,167.30,40.414,0.000000
43757,167.30,40.566,0.000000
43757,167.30,40.717,0.000000
43757,167.30,40.868,0.000000
43757,167.30,41.020,0.000000
43757,167.30,41.172,0.000000
43757,167.30,41.323,0.000000
43757,167.30,41.474,0.000000
43757,167.30,41.626,0.000000
43757,167.30,41.778,0.000000
43757,167.30,41.929,0.000000
43757,167.30,42.081,0.000000
43757,167.30,42.232,0.000000
43757,167.30,42.383,0.000000
43757,167.30,42.535,0.000000
43757,167.30,42.687,0.000000
43757,167.30,42.838,0.000000
43757,167.30,42.989,0.000000
43757,167.30,43.141,0.000000
43757,167.30,43.293,0.000000
43757,167.30,43.444,0.000000
43757,167.30,43.596,0.000000
43757,167.30,43.747,0.000000
43757,167.30,43.898,0.000000
43757,167.30,44.050,0.000000
43757,167.30,44.202,0.000000
43757,167.30,44.353,0.000000
43757,167.30,44.505,0.000000
43757,167.30,44.656,0.000000
43757,167.30,44.808,0.000000
43757,167.30,44.959,0.000000
43757,167.30,45.111,0.000000
43757,167.30,45.262,0.000000
43757,167.30,45.413,0.000000
43757,167.30,45.565,0.000000
43757,167.30,45.716,0.000000
43757,167.30,45.868,0.000000
43757,167.30,46.020,0.000000
43757,167.30,46.171,0.000000
43757,167.30,46.323,0.000000
43757,167.30,46.474,0.000000
43757,167.30,46.626,0.000000
43757,167.30,46.777,0.000000
43757,167.30,46.928,0.000000
43757,167.30,47.080,0.000000
43757,167.30,47.231,0.000000
43757,167.30,47.383,0.000000
43757,167.30,47.535,0.000000
43757,167.30,47.686,0.000000
43757,167.30,47.838,0.000000
43757,167.30,47.989,0.000000
43757,167.30,48.141,0.000000
43757,167.30,48.292,0.000000
43757,167.30,48.444,0.000000
43757,167.30,48.595,0.000000
43757,167.30,48.746,0.000000
43757,167.30,48.898,0.000000
43757,167.30,49.050,0.000000
43757,167.30,49.201,0.000000
43757,167.30,49.353,0.000000
43757,167.30,49.504,0.000000
43757,167.30,49.656,0.000000
43757,167.30,49.807,0.000000
43757,167.30,49.959,0.000000
43757,167.30,50.110,0.000000
43757,167.30,50.261,0.000000
43757,167.30,50.413,0.000000
43757,167.30,50.565,0.000000
43757,167.30,50.716,0.000000
43757,167.30,50.868,0.000000
43757,167.30,51.019,0.000000
43757,167.30,51.171,0.000000
43757,167.30,51.322,0.026467
43757,167.30,51.474,0.056391
43757,167.30,51.625,0.090217
43757,167.30,51.776,0.128449
43757,167.30,51.928,0.171637
43757,167.30,52.080,0.220362
43757,167.30,52.231,0.275202
43757,167.30,52.383,0.336807
43757,167.30,52.534,0.406113
43757,167.30,52.686,0.484261
43757,167.30,52.837,0.572617
43757,167.30,52.989,0.672817
43757,167.30,53.140,0.786851
43757,167.30,53.291,0.917150
43757,167.30,53.443,0.937452
43757,167.30,53.595,0.806892
43757,167.30,53.746,0.694585
43757,167.30,53.898,0.597378
43757,167.30,54.049,0.512792
43757,167.30,54.201,0.438855
43757,167.30,54.352,0.373974
43757,167.30,54.504,0.316854
43757,167.30,54.655,0.266426
43757,167.30,54.806,0.221807
43757,167.30,54.958,0.182255
43757,167.30,55.110,0.147147
43757,167.30,55.261,0.115955
43757,167.30,55.413,0.088228
43757,167.30,55.564,0.063580
43757,167.30,55.716,0.041680
43757,167.30,55.867,0.022241
43757,167.30,56.019,0.005014
43757,167.30,56.170,0.000000
43757,167.30,56.322,0.000000
43757,167.30,56.473,0.000000
43757,167.30,56.624,0.000000
43757,167.30,56.776,0.000000
43757,167.30,56.928,0.000000
43757,167.30,57.079,0.000000
43757,167.30,57.231,0.000000
43757,167.30,57.382,0.000000
43757,167.30,57.534,0.000000
43757,167.30,57.685,0.000000
43757,167.30,57.837,0.000000
43757,167.30,57.988,0.000000
43757,167.30,58.139,0.000000
43757,167.30,58.291,0.000000
43757,167.30,58.443,0.000000
43757,167.30,58.594,0.000000
43757,167.30,58.746,0.000000
43757,167.30,58.897,0.000000
43757,167.30,59.049,0.000000
43757,167.30,59.200,0.000000
43762,176.40,28.900,0.947472
43762,176.40,29.051,0.980835
43762,176.40,29.203,0.985169
43762,176.40,29.354,0.952220
43762,176.40,29.506,0.920590
43762,176.40,29.657,0.890191
43762,176.40,29.809,0.860937
43762,176.40,29.960,0.832754
43762,176.40,30.112,0.805570
43762,176.40,30.264,0.779322
43762,176.40,30.415,0.753951
43762,176.40,30.566,0.729401
43762,176.40,30.718,0.705623
43762,176.40,30.869,0.682571
43762,176.40,31.021,0.660200
43762,176.40,31.172,0.638472
43762,176.40,31.324,0.617348
43762,176.40,31.476,0.596796
43762,176.40,31.627,0.576782
43762,176.40,31.778,0.557277
43762,176.40,31.930,0.538254
43762,176.40,32.081,0.519687
43762,176.40,32.233,0.501551
43762,176.40,32.385,0.483825
43762,176.40,32.536,0.466486
43762,176.40,32.688,0.449516
43762,176.40,32.839,0.432897
43762,176.40,32.990,0.416610
43762,176.40,33.142,0.400640
43762,176.40,33.294,0.384972
43762,176.40,33.445,0.369592
43762,176.40,33.596,0.354487
43762,176.40,33.748,0.339643
43762,176.40,33.900,0.325050
43762,176.40,34.051,0.310697
43762,176.40,34.203,0.296573
43762,176.40,34.354,0.282668
43762,176.40,34.505,0.268974
43762,176.40,34.657,0.255482
43762,176.40,34.809,0.242184
43762,176.40,34.960,0.229073
43762,176.40,35.111,0.216141
43762,176.40,35.263,0.203381
43762,176.40,35.414,0.190789
43762,176.40,35.566,0.178356
43762,176.40,35.718,0.166080
43762,176.40,35.869,0.153953
43762,176.40,36.020,0.141971
43762,176.40,36.172,0.130129
43762,176.40,36.324,0.118424
43762,176.40,36.475,0.106851
43762,176.40,36.627,0.095406
43762,176.40,36.778,0.084085
43762,176.40,36.929,0.072886
43762,176.40,37.081,0.061805
43762,176.40,37.233,0.050840
43762,176.40,37.384,0.039986
43762,176.40,37.535,0.029243
43762,176.40,37.687,0.018606
43762,176.40,37.838,0.008075
43762,176.40,37.990,0.000000
43762,176.40,38.142,0.000000
43762,176.40,38.293,0.000000
43762,176.40,38.444,0.000000
43762,176.40,38.596,0.000000
43762,176.40,38.748,0.000000
43762,176.40,38.899,0.000000
43762,176.40,39.050,0.000000
43762,176.40,39.202,0.000000
43762,176.40,39.353,0.000000
43762,176.40,39.505,0.000000
43762,176.40,39.657,0.000000
43762,176.40,39.808,0.000000
43762,176.40,39.959,0.000000
43762,176.40,40.111,0.000000
43762,176.40,40.263,0.000000
43762,176.40,40.414,0.000000
43762,176.40,40.566,0.000000
43762,176.40,40.717,0.000000
43762,176.40,40.868,0.000000
43762,176.40,41.020,0.000000
43762,176.40,41.172,0.000000
43762,176.40,41.323,0.000000
43762,176.40,41.474,0.000000
43762,176.40,41.626,0.000000
43762,176.40,41.778,0.000000
43762,176.40,41.929,0.000000
43762,176.40,42.081,0.000000
43762,176.40,42.232,0.000000
43762,176.40,42.383,0.000000
43762,176.40,42.535,0.000000
43762,176.40,42.687,0.000000
43762,176.40,42.838,0.000000
43762,176.40,42.989,0.000000
43762,176.40,43.141,0.000000
43762,176.40,43.293,0.000000
43762,176.40,43.444,0.000000
43762,176.40,43.596,0.000000
43762,176.40,43.747,0.000000
43762,176.40,43.898,0.000000
43762,176.40,44.050,0.000000
43762,176.40,44.202,0.000000
43762,176.40,44.353,0.000000
43762,176.40,44.505,0.000000
43762,176.40,44.656,0.000000
43762,176.40,44.808,0.000000
43762,176.40,44.959,0.000000
43762,176.40,45.111,0.000000
43762,176.40,45.262,0.000000
43762,176.40,45.413,0.000000
43762,176.40,45.565,0.000000
43762,176.40,45.716,0.000000
43762,176.40,45.868,0.000000
43762,176.40,46.020,0.000000
43762,176.40,46.171,0.000000
43762,176.40,46.323,0.000000
43762,176.40,46.474,0.000000
43762,176.40,46.626,0.000000
43762,176.40,46.777,0.000000
43762,176.40,46.928,0.000000
43762,176.40,47.080,0.000000
43762,176.40,47.231,0.000000
43762,176.40,47.383,0.000000
43762,176.40,47.535,0.000000
43762,176.40,47.686,0.000000
43762,176.40,47.838,0.000000
43762,176.40,47.989,0.000000
43762,176.40,48.141,0.000000
43762,176.40,48.292,0.000000
43762,176.40,48.444,0.000000
43762,176.40,48.595,0.000000
43762,176.40,48.746,0.010082
43762,176.40,48.898,0.051632
43762,176.40,49.050,0.096504
43762,176.40,49.201,0.144399
43762,176.40,49.353,0.194803
43762,176.40,49.504,0.246913
43762,176.40,49.656,0.299547
43762,176.40,49.807,0.351165
43762,176.40,49.959,0.400762
43762,176.40,50.110,0.447795
43762,176.40,50.261,0.491746
43762,176.40,50.413,0.532142
43762,176.40,50.565,0.568576
43762,176.40,50.716,0.600729
43762,176.40,50.868,0.628390
43762,176.40,51.019,0.651469
43762,176.40,51.171,0.670007
43762,176.40,51.322,0.684178
43762,176.40,51.474,0.694290
43762,176.40,51.625,0.700773
43762,176.40,51.776,0.704171
43762,176.40,51.928,0.705126
43762,176.40,52.080,0.704367
43762,176.40,52.231,0.702692
43762,176.40,52.383,0.700814
43762,176.40,52.534,0.699153
43762,176.40,52.686,0.698114
43762,176.40,52.837,0.698127
43762,176.40,52.989,0.699656
43762,176.40,53.140,0.703204
43762,176.40,53.291,0.709330
43762,176.40,53.443,0.718662
43762,176.40,53.595,0.731920
43762,176.40,53.746,0.749956
43762,176.40,53.898,0.773798
43762,176.40,54.049,0.804716
43762,176.40,54.201,0.844328
43762,176.40,54.352,0.894741
43762,176.40,54.504,0.958782
43762,176.40,54.655,0.961580
43762,176.40,54.806,0.876001
43762,176.40,54.958,0.788804
43762,176.40,55.110,0.702068
43762,176.40,55.261,0.617408
43762,176.40,55.413,0.536005
43762,176.40,55.564,0.458674
43762,176.40,55.716,0.385932
43762,176.40,55.867,0.318063
43762,176.40,56.019,0.255184
43762,176.40,56.170,0.197286
43762,176.40,56.322,0.144289
43762,176.40,56.473,0.096064
43762,176.40,56.624,0.052468
43762,176.40,56.776,0.013362
43762,176.40,56.928,0.000000
43762,176.40,57.079,0.000000
43762,176.40,57.231,0.000000
43762,176.40,57.382,0.000000
43762,176.40,57.534,0.000000
43762,176.40,57.685,0.000000
43762,176.40,57.837,0.000000
43762,176.40,57.988,0.000000
43762,176.40,58.139,0.000000
43762,176.40,58.291,0.000000
43762,176.40,58.443,0.000000
43762,176.40,58.594,0.000000
43762,176.40,58.746,0.000000
43762,176.40,58.897,0.000000
43762,176.40,59.049,0.000000
43762,176.40,59.200,0.000000
43764,173.30,28.900,0.502295
43764,173.30,29.051,0.454955
43764,173.30,29.203,0.411003
43764,173.30,29.354,0.370108
43764,173.30,29.506,0.331983
43764,173.30,29.657,0.296374
43764,173.30,29.809,0.263059
43764,173.30,29.960,0.231840
43764,173.30,30.112,0.202542
43764,173.30,30.264,0.175010
43764,173.30,30.415,0.149103
43764,173.30,30.566,0.124697
43764,173.30,30.718,0.101680
43764,173.30,30.869,0.079951
43764,173.30,31.021,0.059419
43764,173.30,31.172,0.040000
43764,173.30,31.324,0.021621
43764,173.30,31.476,0.004213
43764,173.30,31.627,0.000000
43764,173.30,31.778,0.000000
43764,173.30,31.930,0.000000
43764,173.30,32.081,0.000000
43764,173.30,32.233,0.000000
43764,173.30,32.385,0.000000
43764,173.30,32.536,0.000000
43764,173.30,32.688,0.000000
43764,173.30,32.839,0.000000
43764,173.30,32.990,0.000000
43764,173.30,33.142,0.000000
43764,173.30,33.294,0.000000
43764,173.30,33.445,0.000000
43764,173.30,33.596,0.000000
43764,173.30,33.748,0.000000
43764,173.30,33.900,0.000000
43764,173.30,34.051,0.000000
43764,173.30,34.203,0.000000
43764,173.30,34.354,0.000000
43764,173.30,34.505,0.000000
43764,173.30,34.657,0.000000
43764,173.30,34.809,0.000000
43764,173.30,34.960,0.000000
43764,173.30,35.111,0.000000
43764,173.30,35.263,0.000000
43764,173.30,35.414,0.000000
43764,173.30,35.566,0.000000
43764,173.30,35.718,0.000000
43764,173.30,35.869,0.000000
43764,173.30,36.020,0.000000
43764,173.30,36.172,0.000000
43764,173.30,36.324,0.000000
43764,173.30,36.475,0.000000
43764,173.30,36.627,0.000000
43764,173.30,36.778,0.000000
43764,173.30,36.929,0.000000
43764,173.30,37.081,0.000000
43764,173.30,37.233,0.000000
43764,173.30,37.384,0.000000
43764,173.30,37.535,0.000000
43764,173.30,37.687,0.000000
43764,173.30,37.838,0.000000
43764,173.30,37.990,0.000000
43764,173.30,38.142,0.000000
43764,173.30,38.293,0.000000
43764,173.30,38.444,0.000000
43764,173.30,38.596,0.000000
43764,173.30,38.748,0.000000
43764,173.30,38.899,0.000000
43764,173.30,39.050,0.000000
43764,173.30,39.202,0.000000
43764,173.30,39.353,0.000000
43764,173.30,39.505,0.000000
43764,173.30,39.657,0.000000
43764,173.30,39.808,0.000000
43764,173.30,39.959,0.000000
43764,173.30,40.111,0.000000
43764,173.30,40.263,0.000000
43764,173.30,40.414,0.000000
43764,173.30,40.566,0.000000
43764,173.30,40.717,0.000000
43764,173.30,40.868,0.000000
43764,173.30,41.020,0.000000
43764,173.30,41.172,0.000000
43764,173.30,41.323,0.000000
43764,173.30,41.474,0.000000
43764,173.30,41.626,0.000000
43764,173.30,41.778,0.000000
43764,173.30,41.929,0.000000
43764,173.30,42.081,0.000000
43764,173.30,42.232,0.000000
43764,173.30,42.383,0.000000
43764,173.30,42.535,0.000000
43764,173.30,42.687,0.000000
43764,173.30,42.838,0.000000
43764,173.30,42.989,0.000000
43764,173.30,43.141,0.000000
43764,173.30,43.293,0.000000
43764,173.30,43.444,0.000000
43764,173.30,43.596,0.000000
43764,173.30,43.747,0.000000
43764,173.30,43.898,0.000000
43764,173.30,44.050,0.000000
43764,173.30,44.202,0.000000
43764,173.30,44.353,0.000000
43764,173.30,44.505,0.000000
43764,173.30,44.656,0.000000
43764,173.30,44.808,0.000000
43764,173.30,44.959,0.000000
43764,173.30,45.111,0.000000
43764,173.30,45.262,0.000000
43764,173.30,45.413,0.000000
43764,173.30,45.565,0.000000
43764,173.30,45.716,0.000000
43764,173.30,45.868,0.000000
43764,173.30,46.020,0.000000
43764,173.30,46.171,0.000000
43764,173.30,46.323,0.000000
43764,173.30,46.474,0.000000
43764,173.30,46.626,0.000000
43764,173.30,46.777,0.000000
43764,173.30,46.928,0.000000
43764,173.30,47.080,0.000000
43764,173.30,47.231,0.000000
43764,173.30,47.383,0.000000
43764,173.30,47.535,0.000000
43764,173.30,47.686,0.000000
43764,173.30,47.838,0.000000
43764,173.30,47.989,0.000000
43764,173.30,48.141,0.000000
43764,173.30,48.292,0.000000
43764,173.30,48.444,0.000000
43764,173.30,48.595,0.000000
43764,173.30,48.746,0.000000
43764,173.30,48.898,0.000000
43764,173.30,49.050,0.000000
43764,173.30,49.201,0.000000
43764,173.30,49.353,0.000000
43764,173.30,49.504,0.000000
43764,173.30,49.656,0.000000
43764,173.30,49.807,0.000000
43764,173.30,49.959,0.000000
43764,173.30,50.110,0.000000
43764,173.30,50.261,0.000000
43764,173.30,50.413,0.000000
43764,173.30,50.565,0.000000
43764,173.30,50.716,0.000000
43764,173.30,50.868,0.000000
43764,173.30,51.019,0.000000
43764,173.30,51.171,0.000000
43764,173.30,51.322,0.000000
43764,173.30,51.474,0.000000
43764,173.30,51.625,0.000000
43764,173.30,51.776,0.000000
43764,173.30,51.928,0.000665
43764,173.30,52.080,0.028573
43764,173.30,52.231,0.062815
43764,173.30,52.383,0.104837
43764,173.30,52.534,0.156061
43764,173.30,52.686,0.218316
43764,173.30,52.837,0.294071
43764,173.30,52.989,0.386712
43764,173.30,53.140,0.500972
43764,173.30,53.291,0.643642
43764,173.30,53.443,0.824790
43764,173.30,53.595,0.943447
43764,173.30,53.746,0.727637
43764,173.30,53.898,0.551992
43764,173.30,54.049,0.407377
43764,173.30,54.201,0.287215
43764,173.30,54.352,0.186682
43764,173.30,54.504,0.102181
43764,173.30,54.655,0.030863
43764,173.30,54.806,0.000000
43764,173.30,54.958,0.000000
43764,173.30,55.110,0.000000
43764,173.30,55.261,0.000000
43764,173.30,55.413,0.000000
43764,173.30,55.564,0.000000
43764,173.30,55.716,0.000000
43764,173.30,55.867,0.000000
43764,173.30,56.019,0.000000
43764,173.30,56.170,0.000000
43764,173.30,56.322,0.000000
43764,173.30,56.473,0.000000
43764,173.30,56.624,0.000000
43764,173.30,56.776,0.000000
43764,173.30,56.928,0.000000
43764,173.30,57.079,0.000000
43764,173.30,57.231,0.000000
43764,173.30,57.382,0.000000
43764,173.30,57.534,0.000000
43764,173.30,57.685,0.000000
43764,173.30,57.837,0.000000
43764,173.30,57.988,0.000000
43764,173.30,58.139,0.000000
43764,173.30,58.291,0.000000
43764,173.30,58.443,0.000000
43764,173.30,58.594,0.000000
43764,173.30,58.746,0.000000
43764,173.30,58.897,0.000000
43764,173.30,59.049,0.000000
43764,173.30,59.200,0.000000
43923,182.40,28.900,0.909091
43923,182.40,29.051,0.933458
43923,182.40,29.203,0.958087
43923,182.40,29.354,0.983001
43923,182.40,29.506,0.991840
43923,182.40,29.657,0.967310
43923,182.40,29.809,0.943635
43923,182.40,29.960,0.920749
43923,182.40,30.112,0.898593
43923,182.40,30.264,0.877114
43923,182.40,30.415,0.856260
43923,182.40,30.566,0.835987
43923,182.40,30.718,0.816251
43923,182.40,30.869,0.797014
43923,182.40,31.021,0.778238
43923,182.40,31.172,0.759890
43923,182.40,31.324,0.741940
43923,182.40,31.476,0.724357
43923,182.40,31.627,0.707116
43923,182.40,31.778,0.690192
43923,182.40,31.930,0.673561
43923,182.40,32.081,0.657202
43923,182.40,32.233,0.641095
43923,182.40,32.385,0.625222
43923,182.40,32.536,0.609566
43923,182.40,32.688,0.594110
43923,182.40,32.839,0.578840
43923,182.40,32.990,0.563743
43923,182.40,33.142,0.548805
43923,182.40,33.294,0.534014
43923,182.40,33.445,0.519361
43923,182.40,33.596,0.504835
43923,182.40,33.748,0.490425
43923,182.40,33.900,0.476125
43923,182.40,34.051,0.461925
43923,182.40,34.203,0.447820
43923,182.40,34.354,0.433800
43923,182.40,34.505,0.419862
43923,182.40,34.657,0.405999
43923,182.40,34.809,0.392205
43923,182.40,34.960,0.378477
43923,182.40,35.111,0.364809
43923,182.40,35.263,0.351199
43923,182.40,35.414,0.337642
43923,182.40,35.566,0.324136
43923,182.40,35.718,0.310677
43923,182.40,35.869,0.297264
43923,182.40,36.020,0.283894
43923,182.40,36.172,0.270565
43923,182.40,36.324,0.257275
43923,182.40,36.475,0.244024
43923,182.40,36.627,0.230810
43923,182.40,36.778,0.217632
43923,182.40,36.929,0.204489
43923,182.40,37.081,0.191382
43923,182.40,37.233,0.178308
43923,182.40,37.384,0.165269
43923,182.40,37.535,0.152265
43923,182.40,37.687,0.139294
43923,182.40,37.838,0.126359
43923,182.40,37.990,0.113458
43923,182.40,38.142,0.100592
43923,182.40,38.293,0.087762
43923,182.40,38.444,0.074968
43923,182.40,38.596,0.062212
43923,182.40,38.748,0.049493
43923,182.40,38.899,0.036813
43923,182.40,39.050,0.024173
43923,182.40,39.202,0.011573
43923,182.40,39.353,0.000000
43923,182.40,39.505,0.000000
43923,182.40,39.657,0.000000
43923,182.40,39.808,0.000000
43923,182.40,39.959,0.000000
43923,182.40,40.111,0.000000
43923,182.40,40.263,0.000000
43923,182.40,40.414,0.000000
43923,182.40,40.566,0.000000
43923,182.40,40.717,0.000000
43923,182.40,40.868,0.000000
43923,182.40,41.020,0.000000
